GlobalTrialNumber,PairNumber,PairVariance,PairDescription,FilterPhase,FilterType,FilterRank,FilterVariance,FilterLatency,LayoutIndex,TrialInLayout,TargetSize,Amplitude,Direction,DirectionIndex,MovementTime,EntryBasedMT,TotalTime,EffectiveAmplitude,ActualAmplitude,StartX,StartY,EndpointX,EndpointY,LastEntryX,LastEntryY,SelectionX,SelectionY,TargetX,TargetY,ReEntryCount,PeakSpeed,TrialStartTime,MovementStartTime,MovementOnsetTime,MovementOffsetTime,FirstEntryTime,LastEntryTime,SelectionTime
214,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,2,5,54.839999999999996,228.5,270,5,1.5639,1.5652,3.5736,475.52,446.92,840.00,685.50,819.50,210.42,819.50,210.42,843.05,238.59,840.00,457.00,1,6559.5,1724343.50,1724343.60,1724344.90,1725908.80,1725742.10,1725908.80,1727917.20
215,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,2,6,54.839999999999996,228.5,135,6,2.1472,2.1472,4.1486,394.99,409.75,840.00,228.50,691.68,594.59,691.68,594.59,679.56,605.54,678.43,390.07,0,9117.3,1728426.60,1728428.20,1728428.20,1730575.40,1730575.40,1730575.40,1732576.80
216,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,2,7,54.839999999999996,228.5,315,7,1.4737,1.4750,3.4830,432.13,446.37,678.43,618.57,976.36,305.57,976.36,305.57,989.71,298.65,840.00,457.00,0,9749.4,1733085.40,1733334.50,1733335.80,1734809.50,1734809.50,1734809.50,1736817.50
217,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,0,54.839999999999996,406.72999999999996,0,0,0.9588,0.9581,2.9667,386.22,392.76,840.00,457.00,1225.99,443.74,1225.03,442.72,1232.42,440.85,1246.73,457.00,0,4564.4,1750700.60,1751067.00,1751067.00,1752025.80,1752025.10,1752025.10,1754033.70
218,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,1,54.839999999999996,406.72999999999996,180,1,4.6974,4.7649,6.7743,826.39,809.15,1246.73,457.00,420.62,435.41,420.38,434.48,437.64,466.68,840.00,457.00,4,6636.3,1754543.10,1754543.20,1754611.30,1759308.70,1755434.30,1759308.10,1761317.50
219,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,2,54.839999999999996,406.72999999999996,45,2,2.6083,2.6083,4.6160,727.18,746.62,433.27,457.00,1109.26,725.02,1109.26,725.02,1127.96,730.57,720.87,744.60,0,12440.1,1761827.00,1762117.40,1762117.40,1764725.70,1764725.70,1764725.70,1766733.40
220,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,3,54.839999999999996,406.72999999999996,225,3,5.1480,5.1977,7.1977,790.35,808.00,1127.60,744.60,570.42,184.08,571.53,186.34,553.86,175.67,840.00,457.00,2,16695.6,1767242.80,1767244.10,1767294.40,1772442.40,1769933.80,1772441.80,1774441.80
221,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,4,54.839999999999996,406.72999999999996,90,4,1.2910,1.2924,3.3001,726.15,740.68,552.40,169.40,831.25,839.88,831.25,839.88,840.89,851.59,552.40,576.13,0,12716.3,1774951.60,1775208.40,1775209.80,1776500.80,1776500.80,1776500.80,1778508.50
222,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,5,54.839999999999996,406.72999999999996,270,5,3.9659,3.9659,5.9661,789.90,815.64,840.00,863.73,851.96,73.92,851.96,73.92,841.08,48.09,840.00,457.00,2,7966.7,1779017.60,1779017.60,1779017.60,1782983.50,1780434.20,1782983.50,1784983.70
223,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,6,54.839999999999996,406.72999999999996,135,6,6.1652,6.1653,8.1653,757.94,744.11,840.00,50.27,573.98,759.99,573.98,759.99,553.20,736.89,552.40,337.87,6,8057.3,1785501.90,1785502.00,1785502.10,1791667.30,1786958.70,1791667.30,1793667.30
224,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,3,7,54.839999999999996,406.72999999999996,315,7,6.1988,6.5326,8.5336,790.79,809.11,552.40,744.60,1121.25,195.27,1121.25,195.27,1126.26,174.21,840.00,457.00,4,13338.6,1794176.40,1794176.40,1794510.20,1800709.00,1795759.00,1800709.00,1802710.00
225,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,0,91.4,228.5,0,0,3.2979,3.3151,5.3151,185.03,209.95,840.00,457.00,1024.60,444.48,1024.60,444.48,1049.94,459.41,1068.50,457.00,3,2707.6,1807942.70,1808102.10,1808119.30,1811417.20,1808491.90,1811417.20,1813417.20
226,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,1,91.4,228.5,180,1,1.7919,1.7919,3.7924,421.17,425.68,1068.50,457.00,648.11,482.72,648.11,482.72,643.21,475.04,840.00,457.00,2,6644.4,1813926.50,1813941.70,1813941.70,1815733.60,1814175.10,1815733.60,1817734.10
227,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,2,91.4,228.5,45,2,1.2896,1.2896,3.2896,378.97,391.83,611.50,457.00,956.21,614.47,956.21,614.47,973.05,608.03,773.07,618.57,1,4888.0,1818243.80,1818243.80,1818243.80,1819533.40,1818491.70,1819533.40,1821533.40
228,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,3,91.4,228.5,225,3,2.9315,2.9332,4.9340,411.67,430.56,1001.57,618.57,708.26,329.71,708.26,329.71,688.49,323.00,840.00,457.00,2,6299.6,1822050.90,1822050.90,1822052.60,1824984.10,1822266.50,1824984.10,1826984.90
229,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,4,91.4,228.5,90,4,0.7075,0.7091,2.7092,386.82,424.28,678.43,295.43,803.45,661.49,803.45,661.49,841.12,687.28,678.43,523.93,0,2482.6,1827493.70,1827508.20,1827509.80,1828217.30,1828217.30,1828217.30,1830217.40
230,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,5,91.4,228.5,270,5,0.3974,0.3988,2.4069,446.88,431.18,840.00,685.50,797.56,240.64,797.56,240.64,820.22,254.77,840.00,457.00,0,5001.0,1830734.40,1830734.40,1830735.80,1831133.20,1831133.20,1831133.20,1833141.30
231,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,6,91.4,228.5,135,6,5.3898,5.3893,7.3989,399.09,400.55,840.00,228.50,654.91,582.08,653.73,581.63,695.78,602.18,678.43,390.07,4,6116.7,1833659.80,1833659.80,1833659.90,1839049.70,1833659.80,1839049.10,1841058.70
232,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,4,7,91.4,228.5,315,7,1.0985,1.1495,3.1582,426.30,420.39,678.43,618.57,958.33,297.04,958.33,297.04,989.90,336.24,840.00,457.00,0,2718.0,1841575.70,1841575.80,1841626.80,1842725.30,1842725.30,1842725.30,1844734.00
233,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,0,91.4,388.45,0,0,2.1338,2.1814,4.1814,364.75,363.43,840.00,457.00,1202.85,419.85,1202.85,419.85,1203.41,453.19,1228.45,457.00,1,5548.6,1851816.70,1852135.10,1852182.70,1854316.50,1853158.10,1854316.50,1856316.50
234,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,1,91.4,388.45,180,1,4.0655,4.0655,6.0665,757.64,771.33,1228.45,457.00,471.76,494.88,471.76,494.88,457.38,477.23,840.00,457.00,4,5836.3,1856834.30,1856834.40,1856834.40,1860899.90,1858383.20,1860899.90,1862900.90
235,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,2,91.4,388.45,45,2,6.2417,6.2573,8.2659,719.33,720.29,451.55,457.00,1132.20,689.72,1132.20,689.72,1121.76,720.89,726.23,731.68,4,15083.6,1863410.60,1863533.70,1863549.30,1869791.00,1864300.10,1869791.00,1871799.60
236,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,3,91.4,388.45,225,3,4.2901,4.3402,6.3408,733.39,770.01,1114.68,731.68,599.23,209.97,599.56,211.06,570.15,187.25,840.00,457.00,1,5398.3,1872317.00,1872317.10,1872368.10,1876658.20,1873633.70,1876657.30,1878657.90
237,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,4,91.4,388.45,90,4,1.0579,1.0579,3.0583,690.10,698.72,565.32,182.32,801.82,830.64,801.82,830.64,824.60,831.16,565.32,570.77,0,8977.8,1879167.30,1879607.70,1879607.70,1880665.60,1880665.60,1880665.60,1882666.00
238,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,5,91.4,388.45,270,5,0.3573,0.3587,2.3658,733.90,770.47,840.00,845.45,825.30,111.70,825.30,111.70,821.97,75.19,840.00,457.00,0,11827.2,1883175.60,1883524.60,1883526.00,1883883.30,1883883.30,1883883.30,1885890.40
239,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,6,91.4,388.45,135,6,1.0585,1.0743,3.0754,726.71,696.02,840.00,68.55,603.72,755.78,603.72,755.78,579.36,713.93,565.32,343.23,1,6486.9,1886409.20,1886409.40,1886425.20,1887483.70,1887099.40,1887483.70,1889484.80
240,3,31.80328,"High SD (~31.8) - Interpolated",0,exponential,interp,31.8033,31.92,5,7,91.4,388.45,315,7,1.2825,1.2833,3.2907,754.88,758.73,565.32,731.68,1071.09,171.27,1070.13,173.06,1107.29,200.68,840.00,457.00,0,11894.5,1889999.80,1889999.80,1890001.20,1891283.70,1891283.10,1891283.10,1893290.50
241,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,0,27.419999999999998,228.5,0,0,2.1404,2.1404,4.1490,215.97,224.37,840.00,457.00,1055.91,452.17,1055.91,452.17,1064.35,454.13,1068.50,457.00,1,488.7,1902108.30,1902308.70,1902308.70,1904449.10,1903616.10,1904449.10,1906457.70
242,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,1,27.419999999999998,228.5,180,1,4.0508,4.0502,6.0502,450.83,447.26,1068.50,457.00,617.80,446.01,617.75,445.90,621.24,455.04,840.00,457.00,3,1116.0,1906974.20,1907407.80,1907407.80,1911458.60,1908891.10,1911458.00,1913458.00
243,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,2,27.419999999999998,228.5,45,2,3.8643,3.8656,5.8733,432.66,418.32,611.50,457.00,1007.99,630.16,1007.99,630.16,1001.39,608.58,773.07,618.57,4,2168.9,1913967.10,1913967.10,1913968.40,1917832.70,1915057.40,1917832.70,1919840.40
244,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,3,27.419999999999998,228.5,225,3,8.7991,8.7991,10.7997,443.35,452.54,1001.57,618.57,688.08,305.08,688.08,305.08,684.94,295.25,840.00,457.00,6,1052.1,1920350.30,1920591.00,1920591.00,1929390.10,1921790.90,1929390.10,1931390.70
245,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,4,27.419999999999998,228.5,90,4,4.3222,4.3222,6.3306,409.60,413.77,678.43,295.43,838.74,672.35,838.74,672.35,843.94,674.64,678.43,523.93,4,1134.4,1931901.30,1931901.40,1931901.40,1936223.60,1932166.10,1936223.60,1938232.00
246,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,5,27.419999999999998,228.5,270,5,6.5835,6.5835,8.5837,444.91,457.67,840.00,685.50,841.03,240.59,841.03,240.59,835.34,227.86,840.00,457.00,5,1939.2,1938749.70,1939066.20,1939066.20,1945649.70,1939557.30,1945649.70,1947649.90
247,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,6,27.419999999999998,228.5,135,6,7.8068,7.8559,9.8560,433.07,426.93,840.00,228.50,681.58,631.55,681.58,631.55,680.52,624.52,678.43,390.07,4,1048.0,1948167.60,1948167.80,1948216.90,1956023.70,1951474.30,1956023.70,1958023.80
248,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,0,7,27.419999999999998,228.5,315,7,2.7396,2.9962,4.9969,446.76,450.79,678.43,618.57,1000.54,309.00,1000.54,309.00,995.87,298.51,840.00,457.00,1,1029.2,1958534.10,1958710.90,1958967.50,1961707.10,1960224.10,1961707.10,1963707.80
249,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,0,27.419999999999998,411.3,0,0,2.3819,2.3819,4.3820,404.79,410.35,840.00,457.00,1244.62,445.09,1244.62,445.09,1250.29,463.85,1251.30,457.00,1,2283.3,1972240.20,1972308.50,1972308.50,1974690.40,1974090.40,1974690.40,1976690.50
250,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,1,27.419999999999998,411.3,180,1,4.6721,4.6734,6.6734,812.04,818.51,1251.30,457.00,439.31,465.44,439.31,465.44,432.83,464.99,840.00,457.00,3,1033.5,1977207.90,1977208.00,1977209.30,1981881.40,1978523.90,1981881.40,1983881.40
251,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,2,27.419999999999998,411.3,45,2,3.8888,3.8901,5.8911,747.49,752.65,428.70,457.00,1119.53,742.47,1119.53,742.47,1122.08,749.76,719.53,747.83,2,865.7,1984391.30,1984391.40,1984392.70,1988281.50,1986857.20,1988281.50,1990282.50
252,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,3,27.419999999999998,411.3,225,3,5.2979,5.2991,7.2993,811.03,819.84,1130.83,747.83,552.66,179.07,552.66,179.07,548.65,170.59,840.00,457.00,3,1238.9,1990799.50,1990799.70,1990800.90,1996098.80,1992573.10,1996098.80,1998099.00
253,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,4,27.419999999999998,411.3,90,4,7.8995,7.8995,9.8998,751.01,765.76,549.17,166.17,843.37,857.15,843.37,857.15,840.17,874.47,549.17,577.47,1,2932.5,1998608.20,1998874.10,1998874.10,2006773.60,2006282.20,2006773.60,2008773.90
254,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,5,27.419999999999998,411.3,270,5,9.0494,9.0494,11.0497,810.53,816.95,840.00,868.30,846.14,57.80,846.14,57.80,838.05,51.36,840.00,457.00,7,1936.1,2009291.10,2009373.70,2009373.70,2018423.10,2011174.80,2018423.10,2020423.40
255,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,6,27.419999999999998,411.3,135,6,3.9420,3.9420,5.9430,749.00,760.16,840.00,45.70,546.90,734.98,546.90,734.98,551.87,749.14,549.17,336.53,1,1356.2,2020940.50,2021064.90,2021064.90,2025006.90,2023056.50,2025006.90,2027007.90
256,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,1,7,27.419999999999998,411.3,315,7,2.6667,2.6667,4.6669,820.86,830.37,549.17,747.83,1138.66,176.59,1138.66,176.59,1139.08,163.44,840.00,457.00,2,1789.4,2027517.40,2027714.90,2027714.90,2030381.60,2028549.00,2030381.60,2032381.80
257,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,0,54.839999999999996,228.5,0,0,1.1331,1.1325,3.1332,233.25,206.11,840.00,457.00,1072.10,480.16,1072.25,480.48,1046.09,454.85,1068.50,457.00,0,1099.2,2039381.40,2039548.60,2039548.60,2040681.70,2040681.10,2040681.10,2042681.80
258,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,1,54.839999999999996,228.5,180,1,2.4561,2.4572,4.4659,436.91,447.85,1068.50,457.00,631.81,470.86,631.81,470.86,620.74,465.91,840.00,457.00,2,1726.6,2043199.60,2043199.60,2043200.70,2045656.80,2043439.90,2045656.80,2047665.50
259,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,2,54.839999999999996,228.5,45,2,0.5901,0.5909,2.5909,407.27,402.47,611.50,457.00,993.63,597.87,993.57,597.57,984.60,607.93,773.07,618.57,0,767.6,2048182.00,2048182.10,2048183.40,2048773.50,2048773.00,2048773.00,2050773.00
260,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,3,54.839999999999996,228.5,225,3,3.2915,3.2915,5.2995,433.87,445.66,1001.57,618.57,684.80,322.09,684.80,322.09,678.76,311.33,840.00,457.00,1,935.8,2051281.90,2051282.00,2051282.00,2054573.50,2053181.40,2054573.50,2056581.50
261,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,4,54.839999999999996,228.5,90,4,3.6832,3.6832,5.6841,428.99,417.98,678.43,295.43,866.17,681.15,866.17,681.15,853.82,674.83,678.43,523.93,2,1004.8,2057091.00,2057132.00,2057132.00,2060815.20,2057856.00,2060815.20,2062816.10
262,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,5,54.839999999999996,228.5,270,5,3.4497,3.4497,5.4497,431.21,450.77,840.00,685.50,848.96,254.38,848.96,254.38,836.17,234.75,840.00,457.00,3,971.7,2063325.00,2063340.40,2063340.50,2066790.20,2063864.70,2066790.10,2068790.10
263,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,6,54.839999999999996,228.5,135,6,1.6258,1.6258,3.6413,419.39,425.57,840.00,228.50,659.76,607.19,659.76,607.19,692.06,627.53,678.43,390.07,1,1556.3,2069299.80,2069440.20,2069440.20,2071066.00,2070432.40,2071066.00,2073081.50
264,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,2,7,54.839999999999996,228.5,315,7,2.0151,2.0326,4.0415,456.24,444.20,678.43,618.57,981.70,277.73,981.70,277.73,991.08,303.04,840.00,457.00,1,1246.0,2073598.70,2073673.70,2073691.20,2075706.30,2074397.60,2075706.30,2077715.20
265,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,0,54.839999999999996,406.72999999999996,0,0,0.7323,0.7322,2.7322,379.50,398.54,840.00,457.00,1219.49,459.86,1219.49,459.86,1238.45,465.13,1246.73,457.00,0,438.6,2084414.50,2084724.10,2084724.10,2085456.40,2085456.30,2085456.30,2087456.30
266,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,1,54.839999999999996,406.72999999999996,180,1,3.4152,3.4152,5.4232,792.63,808.46,1246.73,457.00,454.28,473.97,454.28,473.97,438.29,451.45,840.00,457.00,3,1579.3,2087965.10,2087966.40,2087966.40,2091381.60,2088439.20,2091381.60,2093389.60
267,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,2,54.839999999999996,406.72999999999996,45,2,1.5230,1.5242,3.5244,776.83,748.91,433.27,457.00,1147.20,763.22,1147.20,763.22,1122.48,750.00,720.87,744.60,0,1027.2,2093906.60,2093906.60,2093907.90,2095430.90,2095430.80,2095430.80,2097431.00
268,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,3,54.839999999999996,406.72999999999996,225,3,5.6413,5.6408,7.6411,794.94,799.15,1127.60,744.60,552.69,195.59,552.73,195.75,557.21,184.88,840.00,457.00,3,1222.9,2097948.40,2097948.40,2097948.50,2103589.80,2099015.00,2103589.20,2105589.50
269,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,4,54.839999999999996,406.72999999999996,90,4,2.4664,2.4664,4.4664,725.58,741.31,552.40,169.40,835.69,837.39,835.69,837.39,838.28,853.37,552.40,576.13,2,1051.0,2106106.90,2106181.50,2106181.50,2108647.90,2107456.10,2108647.90,2110647.90
270,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,5,54.839999999999996,406.72999999999996,270,5,0.9773,0.9766,2.9861,833.97,808.65,840.00,863.73,821.79,29.96,821.45,30.08,835.02,55.09,840.00,457.00,0,1116.7,2111166.00,2111204.00,2111204.00,2112181.30,2112180.60,2112180.60,2114190.10
271,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,6,54.839999999999996,406.72999999999996,135,6,3.1745,3.1746,5.1753,755.92,740.15,840.00,50.27,575.96,758.58,575.96,758.58,553.98,732.92,552.40,337.87,2,2044.4,2114699.10,2114906.20,2114906.30,2118080.80,2116564.60,2118080.80,2120081.50
272,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,3,7,54.839999999999996,406.72999999999996,315,7,0.6760,0.7654,2.7732,788.57,814.15,552.40,744.60,1117.56,194.66,1117.56,194.66,1125.60,166.42,840.00,457.00,0,2668.6,2120591.50,2120591.70,2120681.20,2121357.20,2121357.10,2121357.10,2123364.90
273,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,0,91.4,228.5,0,0,3.3746,3.3739,5.3742,198.19,198.03,840.00,457.00,1036.55,431.56,1036.27,431.50,1037.91,464.12,1068.50,457.00,2,370.5,2129264.60,2129340.30,2129340.30,2132714.90,2129622.50,2132714.20,2134714.50
274,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,1,91.4,228.5,180,1,4.1146,4.1160,6.1164,418.42,427.90,1068.50,457.00,650.55,476.83,650.55,476.83,640.80,470.30,840.00,457.00,1,1214.5,2135231.60,2135231.70,2135233.10,2139347.70,2135714.20,2139347.70,2141348.10
275,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,2,91.4,228.5,45,2,1.0493,1.0506,3.0507,466.81,413.38,611.50,457.00,1046.33,626.79,1046.33,626.79,990.96,620.99,773.07,618.57,1,634.2,2141864.40,2141864.50,2141865.80,2142915.10,2142030.40,2142915.10,2144915.20
276,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,3,91.4,228.5,225,3,1.3669,1.3669,3.3681,496.99,426.33,1001.57,618.57,665.94,252.04,665.94,252.04,695.11,322.19,840.00,457.00,2,1987.0,2145424.10,2145739.40,2145739.40,2147106.30,2146047.50,2147106.30,2149107.50
277,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,4,91.4,228.5,90,4,1.9506,1.9506,3.9587,377.30,406.72,678.43,295.43,818.45,645.79,818.45,645.79,833.36,671.48,678.43,523.93,2,864.8,2149622.80,2149829.90,2149829.90,2151780.50,2150355.60,2151780.50,2153788.60
278,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,5,91.4,228.5,270,5,0.4583,0.4582,2.4668,446.61,443.67,840.00,685.50,881.81,240.85,881.81,240.85,838.73,241.83,840.00,457.00,0,1753.9,2154298.10,2154314.30,2154314.30,2154772.60,2154772.50,2154772.50,2156781.10
279,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,6,91.4,228.5,135,6,1.9643,1.9643,3.9643,385.35,392.36,840.00,228.50,669.06,573.86,669.06,573.86,689.64,590.91,678.43,390.07,1,652.5,2157290.40,2157325.20,2157325.20,2159289.50,2158523.00,2159289.50,2161289.50
280,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,4,7,91.4,228.5,315,7,0.7981,0.7991,2.7998,412.45,426.16,678.43,618.57,975.67,332.64,975.68,332.70,968.99,306.83,840.00,457.00,0,776.7,2161806.30,2161806.30,2161807.70,2162605.80,2162605.40,2162605.40,2164606.10
281,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,0,91.4,388.45,0,0,5.2558,5.3065,7.3146,394.25,377.81,840.00,457.00,1231.72,412.36,1231.72,412.36,1217.42,439.84,1228.45,457.00,3,2154.8,2174589.70,2174832.20,2174882.90,2180138.70,2175164.00,2180138.70,2182146.80
282,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,1,91.4,388.45,180,1,1.1828,1.1826,3.1826,819.62,759.86,1228.45,457.00,408.86,464.28,408.86,464.28,468.61,463.40,840.00,457.00,0,1656.3,2182656.50,2182706.20,2182706.20,2183889.00,2183888.80,2183888.80,2185888.80
283,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,2,91.4,388.45,45,2,2.5648,2.5648,4.5648,697.70,695.61,451.55,457.00,1110.54,686.17,1110.54,686.17,1105.41,694.37,726.23,731.68,1,893.5,2186406.10,2186457.20,2186457.20,2189022.00,2187546.80,2189022.00,2191022.00
284,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,3,91.4,388.45,225,3,1.0080,1.0924,3.0926,810.84,755.38,1114.68,731.68,520.04,180.44,520.04,180.44,581.06,197.02,840.00,457.00,1,1244.9,2191539.70,2191646.50,2191730.90,2192738.90,2192321.30,2192738.90,2194739.10
285,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,4,91.4,388.45,90,4,1.2997,1.2997,3.2999,759.40,731.25,565.32,182.32,866.63,879.39,866.63,879.39,845.38,857.82,565.32,570.77,1,1695.3,2195248.40,2195730.70,2195730.70,2197030.40,2196480.10,2197030.40,2199030.60
286,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,5,91.4,388.45,270,5,3.9396,3.9405,5.9414,820.54,804.54,840.00,845.45,826.22,25.02,826.22,25.02,822.54,41.10,840.00,457.00,3,1325.3,2199540.00,2199540.10,2199541.10,2203480.70,2200055.30,2203480.60,2205481.50
287,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,6,91.4,388.45,135,6,1.2054,1.2054,3.2144,673.01,696.15,840.00,68.55,575.85,687.55,575.85,687.55,568.53,709.59,565.32,343.23,0,1897.8,2205989.60,2205991.00,2205991.00,2207196.40,2207196.40,2207196.40,2209205.40
288,3,31.80328,"High SD (~31.8) - Interpolated",1,oneEuro,interp,31.8033,101.92,5,7,91.4,388.45,315,7,0.7392,0.7393,2.7397,798.06,773.54,565.32,731.68,1157.61,196.79,1157.61,196.79,1120.19,192.71,840.00,457.00,1,1064.9,2209723.50,2209723.60,2209723.70,2210462.90,2210114.00,2210462.90,2212463.30
